species,rep_taxid,organism_name,nirK_present,pcuac_present,nirK_rep_accession,pcuac_rep_accession,class
paenibacillus aurantiacus,1936118,Paenibacillus aurantiacus,1,0,WP_377492720.1,N/A,nirK_only
paenibacillus azoreducens,116718,Paenibacillus azoreducens,1,0,WP_416001607.1,N/A,nirK_only
paenibacillus baekrokdamisoli,1712516,Paenibacillus baekrokdamisoli,1,0,WP_125657733.1,N/A,nirK_only
paenibacillus baimaensis,2982185,Paenibacillus baimaensis,1,0,WP_262684179.1,N/A,nirK_only
paenibacillus barengoltzii,343517,Paenibacillus barengoltzii;Paenibacillus barengoltzii NBRC 101215,1,0,WP_127575472.1,N/A,nirK_only
paenibacillus beijingensis,1126833,Paenibacillus beijingensis,1,0,WP_045668940.1,N/A,nirK_only
paenibacillus bovis,1616788,Paenibacillus bovis,1,0,WP_060534949.1,N/A,nirK_only
paenibacillus brasilensis,128574,Paenibacillus brasilensis,1,0,WP_244315839.1,N/A,nirK_only
paenibacillus brevis,2841508,Paenibacillus brevis,1,0,WP_249529978.1,N/A,nirK_only
paenibacillus camelliae,512410,Paenibacillus camelliae,1,0,WP_251666238.1,N/A,nirK_only
paenibacillus catalpae,1045775,Paenibacillus catalpae,1,0,WP_091189786.1,N/A,nirK_only
paenibacillus caui,2873927,Paenibacillus caui,1,0,WP_223067544.1,N/A,nirK_only
paenibacillus cellulosilyticus,375489,Paenibacillus cellulosilyticus,1,0,WP_110046797.1,N/A,nirK_only
paenibacillus cellulositrophicus,562959,Paenibacillus cellulositrophicus,1,0,WP_152401694.1,N/A,nirK_only
paenibacillus chibensis,59846,Paenibacillus chibensis,1,0,WP_127602770.1,N/A,nirK_only
paenibacillus cineris,237530,Paenibacillus cineris,1,0,WP_212983003.1,N/A,nirK_only
paenibacillus cisolokensis,1658519,Paenibacillus cisolokensis,1,0,WP_430145634.1,N/A,nirK_only
paenibacillus contaminans,450362,Paenibacillus contaminans,1,0,WP_113029044.1,N/A,nirK_only
paenibacillus cookii,157839,Paenibacillus cookii,1,0,WP_212947599.1,N/A,nirK_only
paenibacillus crassostreae,1763538,Paenibacillus crassostreae,1,0,WP_068657549.1,N/A,nirK_only
paenibacillus curdlanolyticus,59840,Paenibacillus curdlanolyticus;Paenibacillus curdlanolyticus YK9,1,0,WP_006036835.1,N/A,nirK_only
paenibacillus darwinianus,1380763,Paenibacillus darwinianus,1,0,WP_051587655.1,N/A,nirK_only
paenibacillus dauci,1567106,Paenibacillus dauci,1,0,WP_197088288.1,N/A,nirK_only
paenibacillus dendritiformis,130049,Paenibacillus dendritiformis,1,0,WP_111155743.1,N/A,nirK_only
paenibacillus dendrobii,2691084,Paenibacillus dendrobii,1,0,WP_160498131.1,N/A,nirK_only
paenibacillus donghaensis,414771,Paenibacillus donghaensis,1,0,WP_194232396.1,N/A,nirK_only
paenibacillus doosanensis,1229154,Paenibacillus doosanensis,1,0,WP_259617261.1,N/A,nirK_only
paenibacillus durus,44251,Paenibacillus durus,1,0,WP_052410341.1,N/A,nirK_only
paenibacillus elgii,189691,Paenibacillus elgii,1,0,WP_163859485.1,N/A,nirK_only
paenibacillus enshidis,1458439,Paenibacillus enshidis,1,0,WP_375352888.1,N/A,nirK_only
paenibacillus eucommiae,1355755,Paenibacillus eucommiae,1,0,WP_209978735.1,N/A,nirK_only
paenibacillus faecalis,2079532,Paenibacillus faecalis,1,0,WP_106767368.1,N/A,nirK_only
paenibacillus farraposensis,2807095,Paenibacillus farraposensis,1,0,WP_229522795.1,N/A,nirK_only
paenibacillus filicis,669464,Paenibacillus filicis,1,0,WP_341419030.1,N/A,nirK_only
paenibacillus flagellatus,2211139,Paenibacillus flagellatus,1,0,WP_110838723.1,N/A,nirK_only
paenibacillus foliorum,2654974,Paenibacillus foliorum,1,0,WP_171650566.1,N/A,nirK_only
paenibacillus gansuensis,306542,Paenibacillus gansuensis,1,0,WP_377607210.1,N/A,nirK_only
paenibacillus germinis,2654979,Paenibacillus germinis,1,0,WP_171693432.1,N/A,nirK_only
paenibacillus ginsengarvi,400777,Paenibacillus ginsengarvi,1,0,WP_120748809.1,N/A,nirK_only
paenibacillus glacialis,494026,Paenibacillus glacialis,1,0,WP_084410770.1,N/A,nirK_only
paenibacillus glucanolyticus,59843,Paenibacillus glucanolyticus,1,0,WP_225596285.1,N/A,nirK_only
paenibacillus glufosinatiresistens,3070657,Paenibacillus glufosinatiresistens,1,0,WP_310551144.1,N/A,nirK_only
paenibacillus glycanilyticus,126569,Paenibacillus glycanilyticus,1,0,WP_284240777.1,N/A,nirK_only
paenibacillus glycinis,2697035,Paenibacillus glycinis,1,0,WP_161743540.1,N/A,nirK_only
paenibacillus gorillae,1243662,Paenibacillus gorillae,1,0,WP_420329386.1,N/A,nirK_only
paenibacillus guangzhouensis,1473112,Paenibacillus guangzhouensis,1,0,WP_152394256.1,N/A,nirK_only
paenibacillus haidiansis,1574488,Paenibacillus haidiansis,1,0,WP_331846277.1,N/A,nirK_only
paenibacillus hamazuiensis,2936508,Paenibacillus hamazuiensis,1,0,WP_248924632.1,N/A,nirK_only
paenibacillus harenae,306543,Paenibacillus harenae;Paenibacillus harenae DSM 16969,1,0,WP_051251255.1,N/A,nirK_only
paenibacillus hebaui,3414511,Paenibacillus hebaui,1,0,WP_440109611.1,N/A,nirK_only
paenibacillus hemerocallicola,1172614,Paenibacillus hemerocallicola,1,0,WP_139605930.1,N/A,nirK_only
paenibacillus hexagrammi,2908839,Paenibacillus hexagrammi,1,0,WP_235121626.1,N/A,nirK_only
paenibacillus hodogayensis,279208,Paenibacillus hodogayensis,1,0,WP_344908878.1,N/A,nirK_only
paenibacillus hubeiensis,3077330,Paenibacillus hubeiensis,1,0,WP_343260906.1,N/A,nirK_only
paenibacillus humicola,3110540,Paenibacillus humicola,1,0,WP_274652593.1,N/A,nirK_only
paenibacillus humicus,1349778,Paenibacillus humicus;Paenibacillus humicus NBRC 102415,1,0,WP_373864535.1,N/A,nirK_only
paenibacillus ilasis,3341795,Paenibacillus ilasis,1,0,WP_394055920.1,N/A,nirK_only
paenibacillus illinoisensis,59845,Paenibacillus illinoisensis,1,0,WP_402875464.1,N/A,nirK_only
paenibacillus jepli,3132209,Paenibacillus jepli,1,0,WP_413242724.1,N/A,nirK_only
paenibacillus jiangxiensis,3228926,Paenibacillus jiangxiensis,1,0,WP_355320893.1,N/A,nirK_only
paenibacillus jilunlii,682956,Paenibacillus jilunlii,1,0,WP_480268312.1,N/A,nirK_only
paenibacillus kandeliae,3231269,Paenibacillus kandeliae,1,0,WP_367057383.1,N/A,nirK_only
paenibacillus koleovorans,121608,Paenibacillus koleovorans;Paenibacillus koleovorans NBRC 103111,1,0,WP_373865231.1,N/A,nirK_only
paenibacillus konkukensis,2020716,Paenibacillus konkukensis,1,0,WP_249866369.1,N/A,nirK_only
paenibacillus kribbensis,172713,Paenibacillus kribbensis,1,0,WP_094155326.1,N/A,nirK_only
paenibacillus lacisediminis,3390090,Paenibacillus lacisediminis,1,0,WP_411003822.1,N/A,nirK_only
paenibacillus lacisoli,3064525,Paenibacillus lacisoli,1,0,WP_305023960.1,N/A,nirK_only
paenibacillus lautus,1401,Paenibacillus lautus;Paenibacillus;Paenibacillus glucanolyticus;Paenibacillus sp. FSL R5-808;Paenibacillus sp. LBL;Paenibacillus sp. Dod16,1,0,WP_063477387.1,N/A,nirK_only
paenibacillus lentus,1338368,Paenibacillus lentus,1,0,WP_379393264.1,N/A,nirK_only
paenibacillus lignilyticus,1172615,Paenibacillus lignilyticus,1,0,WP_210659194.1,N/A,nirK_only
paenibacillus litoralis,3384767,Paenibacillus litoralis,1,0,WP_472826612.1,N/A,nirK_only
paenibacillus lupini,1450204,Paenibacillus lupini,1,0,WP_167281083.1,N/A,nirK_only
paenibacillus luteus,2545753,Paenibacillus luteus,1,0,WP_141502915.1,N/A,nirK_only
paenibacillus lutimineralis,2707005,Paenibacillus lutimineralis,1,0,WP_127002312.1,N/A,nirK_only
paenibacillus macerans,44252,Paenibacillus macerans,1,0,WP_397334053.1,N/A,nirK_only
paenibacillus marchantiophytorum,1619310,Paenibacillus marchantiophytorum,1,0,WP_189008419.1,N/A,nirK_only
paenibacillus medicaginis,1470560,Paenibacillus medicaginis,1,0,WP_375518073.1,N/A,nirK_only
paenibacillus mellifer,2937794,Paenibacillus mellifer,1,0,WP_248552528.1,N/A,nirK_only
paenibacillus mendelii,206163,Paenibacillus mendelii,1,0,WP_204815760.1,N/A,nirK_only
paenibacillus mesophilus,2582849,Paenibacillus mesophilus,1,0,WP_420799708.1,N/A,nirK_only
paenibacillus mesotrionivorans,3160968,Paenibacillus mesotrionivorans,1,0,WP_416215877.1,N/A,nirK_only
paenibacillus methanolicus,582686,Paenibacillus methanolicus,1,0,WP_246183581.1,N/A,nirK_only
paenibacillus montanisoli,2081970,Paenibacillus montanisoli,1,0,WP_112881508.1,N/A,nirK_only
paenibacillus nanensis,393251,Paenibacillus nanensis,1,0,WP_119597712.1,N/A,nirK_only
paenibacillus oenotherae,1435645,Paenibacillus oenotherae,1,0,WP_219872497.1,N/A,nirK_only
paenibacillus oralis,2490856,Paenibacillus oralis,1,0,WP_128633290.1,N/A,nirK_only
paenibacillus oryzisoli,1850517,Paenibacillus oryzisoli,1,0,WP_068667516.1,N/A,nirK_only
paenibacillus ottowii,2315729,Paenibacillus ottowii,1,0,WP_305166171.1,N/A,nirK_only
paenibacillus pabuli,1472,Paenibacillus pabuli,1,0,WP_347384424.1,N/A,nirK_only
paenibacillus paenibacillus,44249,Paenibacillus;Paenibacillus sanfengchensis;Paenibacillus sp. A14,1,0,WP_334072867.1,N/A,nirK_only
paenibacillus pasadenensis,217090,Paenibacillus pasadenensis;Paenibacillus pasadenensis DSM 19293,1,0,WP_373864117.1,N/A,nirK_only
paenibacillus pectinilyticus,512399,Paenibacillus pectinilyticus,1,0,WP_065851036.1,N/A,nirK_only
paenibacillus pedocola,3242193,Paenibacillus pedocola,1,0,WP_310828742.1,N/A,nirK_only
paenibacillus peoriae,59893,Paenibacillus peoriae;Paenibacillus peoriae KCTC 3763,1,0,WP_010346174.1,N/A,nirK_only
paenibacillus phocaeensis,1776378,Paenibacillus phocaeensis,1,0,WP_068785903.1,N/A,nirK_only
paenibacillus phoenicis,554117,Paenibacillus phoenicis,1,0,WP_323076488.1,N/A,nirK_only
paenibacillus phyllosphaerae,274593,Paenibacillus phyllosphaerae,1,0,WP_183601029.1,N/A,nirK_only
paenibacillus phytorum,2654977,Paenibacillus phytorum,1,0,WP_171640538.1,N/A,nirK_only
paenibacillus pini,669461,Paenibacillus pini;Paenibacillus pini JCM 16418,1,0,WP_036650832.1,N/A,nirK_only
paenibacillus pinisoli,1276110,Paenibacillus pinisoli,1,0,WP_120113914.1,N/A,nirK_only
paenibacillus piri,2547395,Paenibacillus piri,1,0,WP_133236198.1,N/A,nirK_only
paenibacillus plantarum,2654975,Paenibacillus plantarum,1,0,WP_171630511.1,N/A,nirK_only
paenibacillus planticolens,2654976,Paenibacillus planticolens,1,0,WP_171682931.1,N/A,nirK_only
paenibacillus plantiphilus,2905650,Paenibacillus plantiphilus,1,0,WP_236341231.1,N/A,nirK_only
paenibacillus polymyxa,1406,Paenibacillus polymyxa,1,0,WP_215076096.1,N/A,nirK_only
paenibacillus polysaccharolyticus,582692,Paenibacillus polysaccharolyticus,1,0,WP_090916986.1,N/A,nirK_only
paenibacillus popilliae,78057,Paenibacillus popilliae,1,0,WP_436971881.1,N/A,nirK_only
paenibacillus protaetiae,2509456,Paenibacillus protaetiae,1,0,WP_341869699.1,N/A,nirK_only
paenibacillus psychroresistens,1778678,Paenibacillus psychroresistens,1,0,WP_155699712.1,N/A,nirK_only
paenibacillus puldeungensis,696536,Paenibacillus puldeungensis,1,0,WP_379316717.1,N/A,nirK_only
paenibacillus qinlingensis,1837343,Paenibacillus qinlingensis,1,0,WP_310224250.1,N/A,nirK_only
paenibacillus radicibacter,2972488,Paenibacillus radicibacter,1,0,WP_258208525.1,N/A,nirK_only
paenibacillus radicis,1737354,Paenibacillus radicis (ex Gao et al. 2016),1,0,WP_188890188.1,N/A,nirK_only
paenibacillus rhizolycopersici,2780073,Paenibacillus rhizolycopersici,1,0,WP_430149150.1,N/A,nirK_only
paenibacillus rhizophilus,1850366,Paenibacillus rhizophilus,1,0,WP_124694145.1,N/A,nirK_only
paenibacillus roseipurpureus,2918901,Paenibacillus roseipurpureus,1,0,WP_314800098.1,N/A,nirK_only
paenibacillus roseus,2798579,Paenibacillus roseus,1,0,WP_379166009.1,N/A,nirK_only
paenibacillus rubinfantis,1720296,Paenibacillus rubinfantis,1,0,WP_059045124.1,N/A,nirK_only
paenibacillus sabinae,365617,Paenibacillus sabinae;Paenibacillus sabinae T27,1,0,WP_025334998.1,N/A,nirK_only
paenibacillus sacheonensis,742054,Paenibacillus sacheonensis,1,0,WP_239566031.1,N/A,nirK_only
paenibacillus salivarius,3447013,Paenibacillus salivarius,1,0,WP_435921123.1,N/A,nirK_only
paenibacillus sambharensis,1803190,Paenibacillus sambharensis,1,0,WP_111147222.1,N/A,nirK_only
paenibacillus sanguinis,225906,Paenibacillus sanguinis;Paenibacillus sanguinis 2301083 = DSM 16941,1,0,WP_018752474.1,N/A,nirK_only
paenibacillus sedimenti,2770274,Paenibacillus sedimenti,1,0,WP_223192680.1,N/A,nirK_only
paenibacillus selenitireducens,1324314,Paenibacillus selenitireducens,1,0,WP_408635362.1,N/A,nirK_only
paenibacillus senegalimassiliensis,1737426,Paenibacillus senegalimassiliensis,1,0,WP_059053299.1,N/A,nirK_only
paenibacillus sepulcri,359917,Paenibacillus sepulcri,1,0,WP_210046000.1,N/A,nirK_only
paenibacillus shenyangensis,1434724,Paenibacillus shenyangensis,1,0,WP_193746756.1,N/A,nirK_only
paenibacillus shirakamiensis,1265935,Paenibacillus shirakamiensis,1,0,WP_209860526.1,N/A,nirK_only
paenibacillus shunpengii,2054424,Paenibacillus shunpengii,1,0,WP_379265021.1,N/A,nirK_only
paenibacillus silvae,1325358,Paenibacillus silvae,1,0,WP_289371688.1,N/A,nirK_only
paenibacillus silvestris,2606219,Paenibacillus silvestris,1,0,WP_161411498.1,N/A,nirK_only
paenibacillus silvisoli,3110539,Paenibacillus silvisoli,1,0,WP_308634115.1,N/A,nirK_only
paenibacillus solanacearum,2048548,Paenibacillus solanacearum,1,0,WP_218093196.1,N/A,nirK_only
paenibacillus solisilvae,2486751,Paenibacillus solisilvae,1,0,WP_379188588.1,N/A,nirK_only
paenibacillus sophorae,1333845,Paenibacillus sophorae,1,0,WP_090834734.1,N/A,nirK_only
paenibacillus soyae,2969249,Paenibacillus soyae,1,0,WP_257449526.1,N/A,nirK_only
paenibacillus sp.,2878915,Paenibacillus sp. YPG26,1,0,WP_251375292.1,N/A,nirK_only
paenibacillus spiritus,2496557,Paenibacillus spiritus,1,0,WP_150457479.1,N/A,nirK_only
paenibacillus spongiae,2909671,Paenibacillus spongiae,1,0,WP_258384522.1,N/A,nirK_only
paenibacillus suaedae,3077233,Paenibacillus suaedae,1,0,WP_315746878.1,N/A,nirK_only
paenibacillus taiwanensis,401638,Paenibacillus taiwanensis;Paenibacillus taiwanensis DSM 18679,1,0,WP_028545643.1,N/A,nirK_only
paenibacillus tepidiphilus,2608683,Paenibacillus tepidiphilus,1,0,WP_150271799.1,N/A,nirK_only
paenibacillus terreus,1387834,Paenibacillus terreus,1,0,WP_375523792.1,N/A,nirK_only
paenibacillus terricola,2763503,Paenibacillus terricola,1,0,WP_191203375.1,N/A,nirK_only
paenibacillus terrigena,369333,Paenibacillus terrigena;Paenibacillus terrigena DSM 21567,1,0,WP_018754662.1,N/A,nirK_only
paenibacillus thalictri,2527873,Paenibacillus thalictri,1,0,WP_131018584.1,N/A,nirK_only
paenibacillus thermoaerophilus,1215385,Paenibacillus thermoaerophilus,1,0,WP_138788242.1,N/A,nirK_only
paenibacillus thermotolerans,3027807,Paenibacillus thermotolerans,1,0,WP_274363194.1,N/A,nirK_only
paenibacillus thiaminolyticus,49283,Paenibacillus thiaminolyticus,1,0,WP_143800195.1,N/A,nirK_only
paenibacillus timonensis,225915,Paenibacillus timonensis,1,0,WP_442419292.1,N/A,nirK_only
paenibacillus tuaregi,1816681,Paenibacillus tuaregi,1,0,WP_068617695.1,N/A,nirK_only
paenibacillus tundrae,528187,Paenibacillus tundrae,1,0,WP_307213973.1,N/A,nirK_only
paenibacillus turpanensis,2689078,Paenibacillus turpanensis,1,0,WP_166244426.1,N/A,nirK_only
paenibacillus typhae,1174501,Paenibacillus typhae,1,0,WP_221801651.1,N/A,nirK_only
paenibacillus tyrphae,1501230,Paenibacillus tyrphae,1,0,WP_253414632.1,N/A,nirK_only
paenibacillus uliginis,683737,Paenibacillus uliginis;Paenibacillus uliginis N3/975,1,0,WP_208915838.1,N/A,nirK_only
paenibacillus urinalis,521520,Paenibacillus urinalis,1,0,WP_205053152.1,N/A,nirK_only
paenibacillus vini,1476024,Paenibacillus vini,1,0,WP_213654188.1,N/A,nirK_only
paenibacillus whitsoniae,2496558,Paenibacillus whitsoniae,1,0,WP_241242812.1,N/A,nirK_only
paenibacillus wulumuqiensis,1567107,Paenibacillus wulumuqiensis,1,0,WP_052723720.1,N/A,nirK_only
paenibacillus wuxiensis,3160969,Paenibacillus wuxiensis,1,0,WP_446671346.1,N/A,nirK_only
paenibacillus xanthanilyticus,1783531,Paenibacillus xanthanilyticus,1,0,WP_377721231.1,N/A,nirK_only
paenibacillus xylanexedens,528191,Paenibacillus xylanexedens,1,0,WP_145148687.1,N/A,nirK_only
paenibacillus xylanilyticus,248903,Paenibacillus xylanilyticus,1,0,WP_175397957.1,N/A,nirK_only
paenibacillus zeirhizosphaerae,2987519,Paenibacillus zeirhizosphaerae,1,0,WP_305756196.1,N/A,nirK_only
paenibacillus zeisoli,2496267,Paenibacillus zeisoli,1,0,WP_127198251.1,N/A,nirK_only
paeniglutamicibacter antarcticus,494023,Paeniglutamicibacter antarcticus,1,1,WP_345466888.1,WP_210099855.1,both
paeniglutamicibacter cryotolerans,670079,Paeniglutamicibacter cryotolerans,0,1,N/A,WP_183509702.1,pcuac_only
paeniglutamicibacter gangotriensis,254787,Paeniglutamicibacter gangotriensis,1,1,WP_489977838.1,WP_007270739.1,both
paeniglutamicibacter kerguelensis,254788,Paeniglutamicibacter kerguelensis,0,1,N/A,WP_209999399.1,pcuac_only
paeniglutamicibacter psychrophenolicus,257454,Paeniglutamicibacter psychrophenolicus,1,1,WP_245348031.1,WP_307582409.1,both
paeniglutamicibacter selenitireducens,3144417,Paeniglutamicibacter selenitireducens,0,1,N/A,WP_438339201.1,pcuac_only
paeniglutamicibacter sp.,3364389,Paeniglutamicibacter sp. NPDC091659,0,1,N/A,WP_400300004.1,pcuac_only
paenirhizobium cremeum,2813827,Paenirhizobium cremeum,1,1,WP_112829512.1,WP_244709091.1,both
paenirhizobium daejeonense,240521,Paenirhizobium daejeonense,0,1,N/A,WP_163899346.1,pcuac_only
paenirhizobium selenitireducens,448181,Paenirhizobium selenitireducens,1,1,WP_454744468.1,WP_454745771.1,both
paenirhodobacter enshiensis,1105367,Paenirhodobacter enshiensis,0,1,N/A,WP_036636941.1,pcuac_only
paenirhodobacter ferrireducens,1215032,Paenirhodobacter ferrireducens,0,1,N/A,WP_128147841.1,pcuac_only
paenirhodobacter hankyongi,2294033,Paenirhodobacter hankyongi,1,1,WP_113901705.1,WP_113901694.1,both
paenirhodobacter huangdaonensis,2501515,Paenirhodobacter huangdaonensis,0,1,N/A,WP_128155768.1,pcuac_only
paenirhodobacter populi,2306993,Paenirhodobacter populi,0,1,N/A,WP_128237633.1,pcuac_only
paenirhodobacter sp.,1965326,Paenirhodobacter sp.,0,1,N/A,WP_420351599.1,pcuac_only
paeniroseomonas aquatica,373043,Paeniroseomonas aquatica,0,1,N/A,WP_290319848.1,pcuac_only
paenisporosarcina antarctica,417367,Paenisporosarcina antarctica,1,0,WP_134209900.1,N/A,nirK_only
paenisporosarcina quisquiliarum,365346,Paenisporosarcina quisquiliarum,1,0,WP_394189501.1,N/A,nirK_only
paenisporosarcina sp.,3232576,Paenisporosarcina sp. P4_D4,1,0,WP_477533118.1,N/A,nirK_only
paenochrobactrum gallinarii,643673,Paenochrobactrum gallinarii,0,1,N/A,WP_184222281.1,pcuac_only
paenochrobactrum glaciei,486407,Paenochrobactrum glaciei,0,1,N/A,WP_374844534.1,pcuac_only
paenochrobactrum pullorum,1324351,Paenochrobactrum pullorum,0,1,N/A,WP_374829025.1,pcuac_only
palleronia abyssalis,1501240,Palleronia abyssalis,1,1,WP_108892432.1,WP_108894135.1,both
palleronia aestuarii,568105,Palleronia aestuarii,1,1,WP_111538863.1,WP_111536727.1,both
palleronia caenipelagi,2489174,Palleronia caenipelagi,0,1,N/A,WP_142832925.1,pcuac_only
palleronia marisminoris,315423,Palleronia marisminoris,0,1,N/A,WP_090929346.1,pcuac_only
palleronia pelagia,387096,Palleronia pelagia,0,1,N/A,WP_091846785.1,pcuac_only
palleronia pontilimi,1964209,Palleronia pontilimi,0,1,N/A,WP_198915583.1,pcuac_only
palleronia rufa,1530186,Palleronia rufa,0,1,N/A,WP_051928086.1,pcuac_only
palleronia salina,313368,Palleronia salina,1,1,WP_073126163.1,WP_175550286.1,both
palleronia sediminis,2547833,Palleronia sediminis,1,1,WP_133397009.1,WP_133398102.1,both
palleronia sp.,1940284,Palleronia sp.,1,1,WP_375262805.1,WP_317373983.1,both
pallidibacillus thermolactis,251051,Pallidibacillus thermolactis;Pallidibacillus thermolactis subsp. kokeshiiformis,1,0,WP_263114194.1,N/A,nirK_only
paludibacillus litoralis,3133267,Paludibacillus litoralis,0,1,N/A,WP_340107653.1,pcuac_only
paludibacterium denitrificans,2675226,Paludibacterium denitrificans,0,1,N/A,WP_280954840.1,pcuac_only
paludibacterium paludibacterium,400060,Paludibacterium;Paludibacterium sp. B53371;Paludibacterium flexuosum,0,1,N/A,WP_215780177.1,pcuac_only
paludibacterium paludis,1225769,Paludibacterium paludis,1,1,WP_189534676.1,WP_189531862.1,both
paludibacterium purpuratum,1144873,Paludibacterium purpuratum,1,1,WP_133681840.1,WP_133682286.1,both
paludibacterium sp.,1917523,Paludibacterium sp.,0,1,N/A,WP_293235089.1,pcuac_only
paludibacterium yongneupense,400061,Paludibacterium yongneupense;Paludibacterium yongneupense DSM 18731,0,1,N/A,WP_051229495.1,pcuac_only
pampinifervens diazotrophicum,1632018,Pampinifervens diazotrophicum,0,1,N/A,WP_323701294.1,pcuac_only
pampinifervens florentissimum,1632019,Pampinifervens florentissimum,0,1,N/A,WP_173832812.1,pcuac_only
pampinifervens navoyensis,3384828,Pampinifervens navoyensis,0,1,N/A,WP_409154293.1,pcuac_only
panacagrimonas sp.,2480088,Panacagrimonas sp.,1,1,WP_420466292.1,WP_420467415.1,both
panacibacter ginsenosidivorans,1813871,Panacibacter ginsenosidivorans,1,0,WP_158638406.1,N/A,nirK_only
pandoraea anapnoica,2508301,Pandoraea anapnoica,0,1,N/A,WP_150736414.1,pcuac_only
pandoraea anhela,2508295,Pandoraea anhela,0,1,N/A,WP_370819570.1,pcuac_only
pandoraea apista,93218,Pandoraea apista,1,0,WP_094067839.1,N/A,nirK_only
