accession,protein_type,length,taxid,organism_name,species,species_resolved,is_representative,representative_selection_reason
WP_215320296.1,PCuAC,137,1855910;2081050;2640945;2689105;3108276,Polynucleobacter sp. MWH-S4W17;Polynucleobacter sp. JS-Fieb-80-E5;unclassified Polynucleobacter;Polynucleobacter sp. AP-RePozz3-80-G7;Polynucleobacter sp. MG-28-Ekke-A2,unclassified polynucleobacter,1,FALSE,
WP_215320564.1,PCuAC,123,1855646,Polynucleobacter sp. UB-Siik-W21,polynucleobacter sp. ub-siik-w21,0,FALSE,
WP_215322695.1,PCuAC,137,1855883,Polynucleobacter sp. MWH-Braz-FAM2G,polynucleobacter sp. mwh-braz-fam2g,0,TRUE,longest_validated_sequence
WP_215326669.1,PCuAC,136,2576922,Polynucleobacter sp. JS-Mosq-20-D10,polynucleobacter sp. js-mosq-20-d10,0,TRUE,longest_validated_sequence
WP_215338202.1,PCuAC,134,2803784,Phenylobacterium glaciei,phenylobacterium glaciei,1,TRUE,longest_validated_sequence
WP_215357169.1,PCuAC,137,1819736,Polynucleobacter sp. UB-Raua-W9,polynucleobacter sp. ub-raua-w9,0,TRUE,longest_validated_sequence
WP_215357354.1,PCuAC,137,1758390,Polynucleobacter sp. JS-JIR-II-b4,polynucleobacter sp. js-jir-ii-b4,0,TRUE,longest_validated_sequence
WP_215359454.1,PCuAC,139,1819725,Polynucleobacter ibericus,polynucleobacter ibericus,1,TRUE,longest_validated_sequence
WP_215361449.1,PCuAC,137,2576919,Polynucleobacter sp. JS-JIR-II-50,polynucleobacter sp. js-jir-ii-50,0,TRUE,longest_validated_sequence
WP_215364909.1,PCuAC,138,2576923,Polynucleobacter sp. AP-Titi-500A-B4,polynucleobacter sp. ap-titi-500a-b4,0,TRUE,longest_validated_sequence
WP_215365516.1,PCuAC,139,1855652,Polynucleobacter sp. es-EL-1,polynucleobacter sp. es-el-1,0,TRUE,longest_validated_sequence
WP_215373495.1,PCuAC,139,1855909,Polynucleobacter sp. MWH-Svant-W18,polynucleobacter sp. mwh-svant-w18,0,TRUE,longest_validated_sequence
WP_215375592.1,PCuAC,141,2822138,Metapseudomonas boanensis,metapseudomonas boanensis,1,TRUE,longest_validated_sequence
WP_215377293.1,PCuAC,139,576611,Polynucleobacter asymbioticus,polynucleobacter asymbioticus,1,FALSE,
WP_215378428.1,PCuAC,138,2576932,Polynucleobacter sp. MG-6-Vaara-E2,polynucleobacter sp. mg-6-vaara-e2,0,TRUE,longest_validated_sequence
WP_215383584.1,PCuAC,137,2081041,Polynucleobacter sp. AP-Kolm-20A-A1,polynucleobacter sp. ap-kolm-20a-a1,0,TRUE,longest_validated_sequence
WP_215391204.1,PCuAC,138,1758398,Polynucleobacter sp. VK25,polynucleobacter sp. vk25,0,TRUE,longest_validated_sequence
WP_215394072.1,PCuAC,137,1758374,Polynucleobacter sp. TSB-Sco08W16,polynucleobacter sp. tsb-sco08w16,0,TRUE,longest_validated_sequence
WP_215396591.1,PCuAC,127,2817449,Rheinheimera oceanensis,rheinheimera oceanensis,1,TRUE,longest_validated_sequence
WP_215399807.1,PCuAC,137,1855619,Polynucleobacter sp. MWH-UH35A,polynucleobacter sp. mwh-uh35a,0,TRUE,longest_validated_sequence
WP_215456843.1,PCuAC,126,2699428,Streptomyces sp. ATCC 21386,streptomyces sp. atcc 21386,0,TRUE,longest_validated_sequence
WP_215506910.1,PCuAC,128,2840474,Gemmobacter fulvus,gemmobacter fulvus,1,FALSE,
WP_215507457.1,PCuAC,133,2840474,Gemmobacter fulvus,gemmobacter fulvus,1,TRUE,longest_validated_sequence
WP_215519243.1,PCuAC,130,129817;2840374;286,Pseudomonas;Pseudomonas brenneri;Pseudomonas sp. TAE6080,pseudomonas brenneri,1,FALSE,
WP_215521205.1,PCuAC,131,2078786,Pseudomonas inefficax,pseudomonas inefficax,1,FALSE,
WP_215566190.1,PCuAC,141,2839985,Rhizobium sp. CSW-27,rhizobium sp. csw-27,0,TRUE,longest_validated_sequence
WP_215601773.1,PCuAC,143,2840469,Bradyrhizobium sediminis,bradyrhizobium sediminis,1,TRUE,longest_validated_sequence
WP_215612049.1,PCuAC,143,2840469,Bradyrhizobium sediminis,bradyrhizobium sediminis,1,FALSE,
WP_215619766.1,PCuAC,143,2840469,Bradyrhizobium sediminis,bradyrhizobium sediminis,1,FALSE,
WP_215775914.1,PCuAC,141,2840456,Ochrobactrum sp. BTU1,ochrobactrum sp. btu1,0,TRUE,longest_validated_sequence
WP_215780177.1,PCuAC,145,2806263;3112107;400060,Paludibacterium;Paludibacterium sp. B53371;Paludibacterium flexuosum,paludibacterium flexuosum,1,TRUE,longest_validated_sequence
WP_215794001.1,PCuAC,128,38313,Shewanella algae,shewanella algae,1,FALSE,
WP_215838838.1,PCuAC,130,2820808,Lysobacter sp. K5869,lysobacter sp. k5869,0,TRUE,longest_validated_sequence
WP_215944770.1,PCuAC,135,658057,Pacificibacter marinus,pacificibacter marinus,1,FALSE,
WP_215950761.1,PCuAC,133,3062682;355243;515417,Amphritea atlantica;Amphritea;Amphritea sp. 2_MG-2023,amphritea atlantica,1,TRUE,longest_validated_sequence
WP_215961207.1,PCuAC,135,576131,Lentibacter algarum,lentibacter algarum,1,FALSE,
WP_215963218.1,PCuAC,128,2641570;2841558;2841569;3062643,unclassified Psychrosphaera;Psychrosphaera sp. I2R16;Psychrosphaera sp. B3R10;Psychrosphaera sp. 1_MG-2023,unclassified psychrosphaera,1,TRUE,longest_validated_sequence
WP_215970645.1,PCuAC,137,1715693,Shimia thalassica,shimia thalassica,1,TRUE,longest_validated_sequence
WP_215972158.1,PCuAC,136,196834;2841566;3062649;3062650;3062654;3062668;3062673;3062676,unclassified Colwellia;Colwellia sp. C2M11;Colwellia sp. 1_MG-2023;Colwellia sp. 2_MG-2023;Colwellia sp. 3_MG-2023;Colwellia sp. 4_MG-2023;Colwellia sp. 5_MG-2023;Colwellia sp. 6_MG-2023,unclassified colwellia,1,TRUE,longest_validated_sequence
WP_215976059.1,PCuAC,132,2642066;3062638;3062666,unclassified Gilvimarinus;Gilvimarinus sp. 1_MG-2023;Gilvimarinus sp. 2_MG-2023,unclassified gilvimarinus,1,TRUE,longest_validated_sequence
WP_215990923.1,PCuAC,135,1042323;3062658;658057,Pacificibacter marinus;Pacificibacter;Pacificibacter sp. 1_MG-2023,pacificibacter marinus,1,FALSE,
WP_216005757.1,PCuAC,134,2841564,Citreicella sp. C3M06,citreicella sp. c3m06,0,TRUE,longest_validated_sequence
WP_216009544.1,PCuAC,140,1925763,Marinobacter salexigens,marinobacter salexigens,1,FALSE,
WP_216013259.1,PCuAC,134,379347,Tritonibacter mobilis,tritonibacter mobilis,1,FALSE,
WP_216018377.1,PCuAC,127,2688777;2839896;3062651,unclassified Paracoccus (in: a-proteobacteria);Paracoccus sp. C2R09;Paracoccus sp. 1_MG-2023,unclassified paracoccus,1,FALSE,
WP_216022419.1,PCuAC,130,2841561,Colwellia sp. E2M01,colwellia sp. e2m01,0,TRUE,longest_validated_sequence
WP_216027534.1,PCuAC,133,2841571,Aestuariibacter sp. A3R04,aestuariibacter sp. a3r04,0,TRUE,longest_validated_sequence
WP_216031272.1,PCuAC,129,2841926,Paracoccus marinaquae,paracoccus marinaquae,1,TRUE,longest_validated_sequence
WP_216038253.1,PCuAC,132,196158;2841570;3062636,unclassified Octadecabacter;Octadecabacter sp. B2R22;Octadecabacter sp. 1_MG-2023,unclassified octadecabacter,1,TRUE,longest_validated_sequence
WP_216045818.1,PCuAC,134,576117,Celeribacter halophilus,celeribacter halophilus,1,FALSE,
WP_216048709.1,PCuAC,136,1406885;3127654;477689,Aliiglaciecola lipolytica;Aliiglaciecola;Aliiglaciecola sp. NS0011-25,aliiglaciecola lipolytica,1,TRUE,longest_validated_sequence
WP_216048908.1,PCuAC,131,477689,Aliiglaciecola lipolytica,aliiglaciecola lipolytica,1,FALSE,
WP_216053321.1,PCuAC,129,368405,Paraglaciecola chathamensis,paraglaciecola chathamensis,1,FALSE,
WP_216056088.1,PCuAC,126,1403522;2044854;2841560;907197,Psychrosphaera;uncultured Psychrosphaera sp.;Psychrosphaera aquimarina;Psychrosphaera sp. F3M07,uncultured psychrosphaera,1,TRUE,longest_validated_sequence
WP_216124033.1,PCuAC,136,1819724,Polynucleobacter sp. es-GGE-1,polynucleobacter sp. es-gge-1,0,TRUE,longest_validated_sequence
WP_216128986.1,PCuAC,135,2785627,Azospira inquinata,azospira inquinata,1,TRUE,longest_validated_sequence
WP_216132746.1,PCuAC,137,2081043,Polynucleobacter nymphae,polynucleobacter nymphae,1,TRUE,longest_validated_sequence
WP_216136009.1,PCuAC,139,1855655,Polynucleobacter sp. es-MAR-4,polynucleobacter sp. es-mar-4,0,TRUE,longest_validated_sequence
WP_216140037.1,PCuAC,136,1855882,Polynucleobacter sp. MWH-Berg-3C6,polynucleobacter sp. mwh-berg-3c6,0,TRUE,longest_validated_sequence
WP_216148137.1,PCuAC,137,2689108,Polynucleobacter sp. MWH-Loch1C5,polynucleobacter sp. mwh-loch1c5,0,TRUE,longest_validated_sequence
WP_216153108.1,PCuAC,137,2576921,Polynucleobacter sp. JS-Safj-400b-B2,polynucleobacter sp. js-safj-400b-b2,0,TRUE,longest_validated_sequence
WP_216155624.1,PCuAC,137,1819732,Polynucleobacter sp. P1-05-14,polynucleobacter sp. p1-05-14,0,TRUE,longest_validated_sequence
WP_216159564.1,PCuAC,137,1855886,Polynucleobacter sp. MWH-Creno-3A4,polynucleobacter sp. mwh-creno-3a4,0,TRUE,longest_validated_sequence
WP_216166754.1,PCuAC,138,1855894,Polynucleobacter finlandensis,polynucleobacter finlandensis,1,TRUE,longest_validated_sequence
WP_216170417.1,PCuAC,138,2081039,Polynucleobacter bastaniensis,polynucleobacter bastaniensis,1,TRUE,longest_validated_sequence
WP_216175466.1,PCuAC,136,1819739,Polynucleobacter alcilacus,polynucleobacter alcilacus,1,TRUE,longest_validated_sequence
WP_216178447.1,PCuAC,136,2576924,Polynucleobacter sp. AP-Feld-500C-C5,polynucleobacter sp. ap-feld-500c-c5,0,TRUE,longest_validated_sequence
WP_216179183.1,PCuAC,136,2689100,Polynucleobacter sp. 80A-SIGWE,polynucleobacter sp. 80a-sigwe,0,TRUE,longest_validated_sequence
WP_216189681.1,PCuAC,137,1855631,Polynucleobacter parvulilacunae,polynucleobacter parvulilacunae,1,TRUE,longest_validated_sequence
WP_216193683.1,PCuAC,137,1855648,Polynucleobacter sp. UB-Tiil-W10,polynucleobacter sp. ub-tiil-w10,0,TRUE,longest_validated_sequence
WP_216201567.1,PCuAC,138,2689106,Polynucleobacter sp. CS-Odin-A6,polynucleobacter sp. cs-odin-a6,0,TRUE,longest_validated_sequence
WP_216205920.1,PCuAC,138,2576920,Polynucleobacter sp. Latsch14-2,polynucleobacter sp. latsch14-2,0,TRUE,longest_validated_sequence
WP_216211487.1,PCuAC,138,2689101,Polynucleobacter sp. 86C-FISCH,polynucleobacter sp. 86c-fisch,0,TRUE,longest_validated_sequence
WP_216222458.1,PCuAC,137,1819738,Polynucleobacter sp. UK-Kesae-W10,polynucleobacter sp. uk-kesae-w10,0,TRUE,longest_validated_sequence
WP_216228630.1,PCuAC,138,2689099,Polynucleobacter sp. 78F-HAINBA,polynucleobacter sp. 78f-hainba,0,TRUE,longest_validated_sequence
WP_216230520.1,PCuAC,138,1855890,Polynucleobacter sp. MWH-Jannik1A5,polynucleobacter sp. mwh-jannik1a5,0,TRUE,longest_validated_sequence
WP_216233326.1,PCuAC,137,2576925,Polynucleobacter sp. AP-Reno-20A-A9,polynucleobacter sp. ap-reno-20a-a9,0,TRUE,longest_validated_sequence
WP_216235160.1,PCuAC,139,1743168,Polynucleobacter wuianus,polynucleobacter wuianus,1,FALSE,
WP_216237466.1,PCuAC,139,2576918,Polynucleobacter sp. JS-Polo-80-F4,polynucleobacter sp. js-polo-80-f4,0,TRUE,longest_validated_sequence
WP_216237498.1,PCuAC,136,2689098,Polynucleobacter sp. 73C-SIWE,polynucleobacter sp. 73c-siwe,0,TRUE,longest_validated_sequence
WP_216243913.1,PCuAC,137,1758364;2640945;3108275,Polynucleobacter sp. Fuers-14;unclassified Polynucleobacter;Polynucleobacter sp. AP-Nickl1-40-C4,unclassified polynucleobacter,1,FALSE,
WP_216248850.1,PCuAC,139,2689103,Polynucleobacter sp. AM-26B4,polynucleobacter sp. am-26b4,0,TRUE,longest_validated_sequence
WP_216256135.1,PCuAC,139,2576929,Polynucleobacter sp. AP-Melu-500A-A1,polynucleobacter sp. ap-melu-500a-a1,0,TRUE,longest_validated_sequence
WP_216264917.1,PCuAC,137,2689104,Polynucleobacter sp. AP-Kaivos-20-H2,polynucleobacter sp. ap-kaivos-20-h2,0,TRUE,longest_validated_sequence
WP_216272330.1,PCuAC,139,1855569,Polynucleobacter sp. AM-25C3,polynucleobacter sp. am-25c3,0,TRUE,longest_validated_sequence
WP_216273909.1,PCuAC,138,2689096,Polynucleobacter sp. 31A-FELB,polynucleobacter sp. 31a-felb,0,TRUE,longest_validated_sequence
WP_216280442.1,PCuAC,134,2846853;425;428,Methylosinus;Methylosinus sporium;Methylosinus sp. KRF6,methylosinus sporium,1,FALSE,
WP_216286105.1,PCuAC,138,2689095,Polynucleobacter sp. 30F-ANTBAC,polynucleobacter sp. 30f-antbac,0,TRUE,longest_validated_sequence
WP_216291631.1,PCuAC,139,2689094,Polynucleobacter sp. 15G-AUS-farblos,polynucleobacter sp. 15g-aus-farblos,0,TRUE,longest_validated_sequence
WP_216331297.1,PCuAC,142,2815360,Rhizobium sp. X9,rhizobium sp. x9,0,TRUE,longest_validated_sequence
WP_216339431.1,PCuAC,135,2820814,Roseovarius sp. PS-C2,roseovarius sp. ps-c2,0,TRUE,longest_validated_sequence
WP_216340070.1,PCuAC,133,2820814,Roseovarius sp. PS-C2,roseovarius sp. ps-c2,0,FALSE,
WP_216740445.1,PCuAC,132,158327;158481;2847262;3422590,Hahella chejuensis;Hahella;Hahella sp. HN01;Hahella sp. NBU794,hahella chejuensis,1,FALSE,
WP_216754974.1,PCuAC,142,2849093,Rhizobium sp. WYJ-E13,rhizobium sp. wyj-e13,0,TRUE,longest_validated_sequence
WP_216874092.1,PCuAC,133,2801474;3317349;3385906,Falsiroseomonas oleicola;Roseomonas sp. CGMCC 1.13459;Roseomonadaceae,falsiroseomonas oleicola,1,TRUE,longest_validated_sequence
WP_216960704.1,PCuAC,138,2849149,Reyranella humidisoli,reyranella humidisoli,1,FALSE,
WP_216964617.1,PCuAC,141,2849149,Reyranella humidisoli,reyranella humidisoli,1,TRUE,longest_validated_sequence
WP_217015432.1,PCuAC,128,196198;3475830;3475837;3475838;3475839;3475840;3475841;3475842;3475843;3475844;3475845,unclassified Stenotrophomonas;Stenotrophomonas sp. 132-E2;Stenotrophomonas sp. 113D6;Stenotrophomonas sp. 86C4;Stenotrophomonas sp. 123D5;Stenotrophomonas sp. 96B8;Stenotrophomonas sp. 124D1;Stenotrophomonas sp. 137-E6;Stenotrophomonas sp. 86B7;Stenotrophomonas sp. 85A6;Stenotrophomonas sp. 115C5,unclassified stenotrophomonas,1,FALSE,
WP_217327382.1,PCuAC,131,2851017,Paracoccus sp. Z118,paracoccus sp. z118,0,TRUE,longest_validated_sequence
WP_217345851.1,PCuAC,136,2850560,Noviherbaspirillum sp. L7-7A,noviherbaspirillum sp. l7-7a,0,TRUE,longest_validated_sequence
WP_217349016.1,PCuAC,136,1918949,Solemya elarraichensis gill symbiont,solemya elarraichensis,1,TRUE,longest_validated_sequence
WP_217372617.1,PCuAC,139,165697;2448440;2744457,Sphingopyxis;Sphingopyxis terrae subsp. terrae;Sphingopyxis sp. NFH-91,sphingopyxis terrae,1,FALSE,
WP_217378424.1,PCuAC,135,2849651,Siccirubricoccus sp. G192,siccirubricoccus sp. g192,0,TRUE,longest_validated_sequence
WP_217392565.1,PCuAC,145,320778,Photobacterium ganghwense,photobacterium ganghwense,1,FALSE,
WP_217414805.1,PCuAC,135,2849041,Marinobacterium ramblicola,marinobacterium ramblicola,1,TRUE,longest_validated_sequence
WP_217474064.1,PCuAC,140,316,Stutzerimonas stutzeri,stutzerimonas stutzeri,1,FALSE,
WP_217577910.1,PCuAC,141,2824764,Mesorhizobium sp. GbtcB19,mesorhizobium sp. gbtcb19,0,TRUE,longest_validated_sequence
WP_217618565.1,PCuAC,141,1389922;222;2756133;2824765,Achromobacter;Achromobacter mucicolens;Achromobacter sp. 77;Achromobacter sp. GbtcB20,achromobacter mucicolens,1,FALSE,
WP_217665640.1,PCuAC,130,33069,Pseudomonas viridiflava,pseudomonas viridiflava,1,FALSE,
WP_217671039.1,PCuAC,129,2848612,Arsukibacterium indicum,arsukibacterium indicum,1,TRUE,longest_validated_sequence
WP_217676246.1,PCuAC,141,2706015,Falsochrobactrum tianjinense,falsochrobactrum tianjinense,1,TRUE,longest_validated_sequence
WP_217683518.1,PCuAC,141,2849492,Geopseudomonas aromaticivorans,geopseudomonas aromaticivorans,1,TRUE,longest_validated_sequence
WP_217776359.1,PCuAC,138,2851652,Thalassococcus arenae,thalassococcus arenae,1,TRUE,longest_validated_sequence
WP_217839028.1,PCuAC,131,2842355,Pseudomonas fakonensis,pseudomonas fakonensis,1,TRUE,longest_validated_sequence
WP_217845406.1,PCuAC,129,59779,Paracoccus marcusii,paracoccus marcusii,1,FALSE,
WP_217846886.1,PCuAC,133,59779,Paracoccus marcusii,paracoccus marcusii,1,FALSE,
WP_217847415.1,PCuAC,131,2842357,Pseudomonas muyukensis,pseudomonas muyukensis,1,TRUE,longest_validated_sequence
WP_217850021.1,PCuAC,133,2842346,Pseudomonas siliginis,pseudomonas siliginis,1,FALSE,
WP_217851230.1,PCuAC,134,2842346;286;3682013,Pseudomonas;Pseudomonas siliginis;Pseudomonas sp. AC255,pseudomonas siliginis,1,TRUE,longest_validated_sequence
WP_217864474.1,PCuAC,134,2842345,Pseudomonas triticicola,pseudomonas triticicola,1,TRUE,longest_validated_sequence
WP_217866089.1,PCuAC,131,2842354,Pseudomonas maumuensis,pseudomonas maumuensis,1,TRUE,longest_validated_sequence
WP_217875667.1,PCuAC,135,1190813,Pseudoalteromonas shioyasakiensis,pseudoalteromonas shioyasakiensis,1,FALSE,
WP_217879239.1,PCuAC,134,2565368;2842346;286,Pseudomonas;Pseudomonas atacamensis;Pseudomonas siliginis,pseudomonas atacamensis,1,FALSE,
WP_217879754.1,PCuAC,133,2565368,Pseudomonas atacamensis,pseudomonas atacamensis,1,FALSE,
WP_217882812.1,PCuAC,133,2842351,Pseudomonas khavaziana,pseudomonas khavaziana,1,TRUE,longest_validated_sequence
WP_217884720.1,PCuAC,131,2842356,Pseudomonas xanthosomatis,pseudomonas xanthosomatis,1,TRUE,longest_validated_sequence
WP_217944055.1,PCuAC,130,2849652,Duganella violaceipulchra,duganella violaceipulchra,1,TRUE,longest_validated_sequence
WP_217962889.1,PCuAC,133,683355,Candidimonas humi,candidimonas humi,1,TRUE,longest_validated_sequence
WP_217991499.1,PCuAC,128,38502,Blastococcus aggregatus,blastococcus aggregatus,1,TRUE,longest_validated_sequence
WP_218296851.1,PCuAC,134,2684926;2854790;2854791;2854792,unclassified Acidovorax;Acidovorax sp. sif0715;Acidovorax sp. sif0732;Acidovorax sp. sif1233,unclassified acidovorax,1,FALSE,
WP_218302253.1,PCuAC,129,2854786,Duganella sp. sic0402,duganella sp. sic0402,0,TRUE,longest_validated_sequence
WP_218311766.1,PCuAC,132,2803813,Alteromonas antoniana,alteromonas antoniana,1,TRUE,longest_validated_sequence
WP_218343059.1,PCuAC,135,2854776,Achromobacter sp. ACM05,achromobacter sp. acm05,0,TRUE,longest_validated_sequence
WP_218371341.1,PCuAC,140,2854779,Bordetella sp. BOR01,bordetella sp. bor01,0,TRUE,longest_validated_sequence
WP_218384936.1,PCuAC,135,2854784,Acidovorax sp. sic0104,acidovorax sp. sic0104,0,TRUE,longest_validated_sequence
WP_218387151.1,PCuAC,145,2628852;2827237;2913413;2913414,unclassified Photobacterium;Photobacterium sp. WH24;Photobacterium sp. WH77;Photobacterium sp. WH80,unclassified photobacterium,1,FALSE,
WP_218425781.1,PCuAC,134,2854778,Pseudomonas sp. PDM31,pseudomonas sp. pdm31,0,TRUE,longest_validated_sequence
WP_218448523.1,PCuAC,135,2836866,Mameliella sediminis,mameliella sediminis,1,TRUE,longest_validated_sequence
WP_218460071.1,PCuAC,131,1436799;1967503;780,Rickettsia;Candidatus Rickettsia senegalensis;Rickettsia sp. TH2014,candidatus rickettsia,1,TRUE,longest_validated_sequence
WP_218462032.1,PCuAC,139,2836867,Maritimibacter sp. DP1N21-5,maritimibacter sp. dp1n21-5,0,TRUE,longest_validated_sequence
WP_218469095.1,PCuAC,131,204891,Nocardia iowensis,nocardia iowensis,1,TRUE,longest_validated_sequence
WP_218546875.1,PCuAC,140,2854783,Pseudomonas sp. sia0905,pseudomonas sp. sia0905,0,TRUE,longest_validated_sequence
WP_218562130.1,PCuAC,131,2817385,Vibrio sp. ABG19,vibrio sp. abg19,0,TRUE,longest_validated_sequence
WP_218569648.1,PCuAC,127,701189,Pseudomonas sp. Hp2,pseudomonas sp. hp2,0,TRUE,longest_validated_sequence
WP_218578405.1,PCuAC,132,2586908,Vineibacter terrae,vineibacter terrae,1,TRUE,longest_validated_sequence
WP_218628914.1,PCuAC,138,2851012,Sedimentimonas flavescens,sedimentimonas flavescens,1,TRUE,longest_validated_sequence
WP_218628956.1,PCuAC,132,2851012,Sedimentimonas flavescens,sedimentimonas flavescens,1,FALSE,
WP_218746840.1,PCuAC,143,670,Vibrio parahaemolyticus,vibrio parahaemolyticus,1,FALSE,
WP_218749194.1,PCuAC,132,670,Vibrio parahaemolyticus,vibrio parahaemolyticus,1,FALSE,
WP_218751185.1,PCuAC,143,670,Vibrio parahaemolyticus,vibrio parahaemolyticus,1,FALSE,
WP_218751698.1,PCuAC,132,670,Vibrio parahaemolyticus,vibrio parahaemolyticus,1,FALSE,
WP_218752000.1,PCuAC,143,670,Vibrio parahaemolyticus,vibrio parahaemolyticus,1,FALSE,
WP_218761160.1,PCuAC,132,670,Vibrio parahaemolyticus,vibrio parahaemolyticus,1,FALSE,
WP_218767530.1,PCuAC,143,670,Vibrio parahaemolyticus,vibrio parahaemolyticus,1,FALSE,
WP_218768061.1,PCuAC,132,670,Vibrio parahaemolyticus,vibrio parahaemolyticus,1,FALSE,
WP_218820568.1,PCuAC,132,29442,Pseudomonas tolaasii,pseudomonas tolaasii,1,FALSE,
WP_219004055.1,PCuAC,133,2856823,Gymnodinialimonas ceratoperidinii,gymnodinialimonas ceratoperidinii,1,TRUE,longest_validated_sequence
WP_219012064.1,PCuAC,128,38313,Shewanella algae,shewanella algae,1,FALSE,
WP_219017665.1,PCuAC,128,38313,Shewanella algae,shewanella algae,1,FALSE,
WP_219089590.1,PCuAC,157,33053;482;547045,Neisseria;Neisseria perflava;Neisseria sicca ATCC 29256,neisseria perflava,1,FALSE,
WP_219208896.1,PCuAC,157,487,Neisseria meningitidis,neisseria meningitidis,1,FALSE,
WP_219250588.1,PCuAC,132,2842128,Shewanella sp. NKUCC06_TVS,shewanella sp. nkucc06_tvs,0,TRUE,longest_validated_sequence
WP_219256561.1,PCuAC,131,703,Plesiomonas shigelloides,plesiomonas shigelloides,1,FALSE,
WP_219262213.1,PCuAC,134,2842124,Pseudomonas sp. NKUCC02_KPG,pseudomonas sp. nkucc02_kpg,0,TRUE,longest_validated_sequence
WP_219268216.1,PCuAC,133,2666086,Pseudomonas sp. Xaverov 259,pseudomonas sp. xaverov 259,0,TRUE,longest_validated_sequence
WP_219322207.1,PCuAC,122,2822761,Methylovirgula sp. HY1,methylovirgula sp. hy1,0,TRUE,longest_validated_sequence
WP_219343232.1,PCuAC,134,2853257,Comamonas sp. Y33R10-2,comamonas sp. y33r10-2,0,TRUE,longest_validated_sequence
WP_219353559.1,PCuAC,140,172043,Brevundimonas nasdae,brevundimonas nasdae,1,FALSE,
