species,taxid,organism_name,nirK_present,pcuac_present,class,nirK_rep_accession,pcuac_rep_accession,species_resolved,nirK_length,nirK_molecular_weight,nirK_isoelectric_point,nirK_gravy,nirK_aromaticity,nirK_aa_frac_A,nirK_aa_frac_C,nirK_aa_frac_D,nirK_aa_frac_E,nirK_aa_frac_F,nirK_aa_frac_G,nirK_aa_frac_H,nirK_aa_frac_I,nirK_aa_frac_K,nirK_aa_frac_L,nirK_aa_frac_M,nirK_aa_frac_N,nirK_aa_frac_P,nirK_aa_frac_Q,nirK_aa_frac_R,nirK_aa_frac_S,nirK_aa_frac_T,nirK_aa_frac_V,nirK_aa_frac_W,nirK_aa_frac_Y,pcuac_length,pcuac_molecular_weight,pcuac_isoelectric_point,pcuac_gravy,pcuac_aromaticity,pcuac_aa_frac_A,pcuac_aa_frac_C,pcuac_aa_frac_D,pcuac_aa_frac_E,pcuac_aa_frac_F,pcuac_aa_frac_G,pcuac_aa_frac_H,pcuac_aa_frac_I,pcuac_aa_frac_K,pcuac_aa_frac_L,pcuac_aa_frac_M,pcuac_aa_frac_N,pcuac_aa_frac_P,pcuac_aa_frac_Q,pcuac_aa_frac_R,pcuac_aa_frac_S,pcuac_aa_frac_T,pcuac_aa_frac_V,pcuac_aa_frac_W,pcuac_aa_frac_Y
brucella melitensis,1160216;1905698;1905699;1906855;1909733;1912098;1912099;1927136;234;29459;1160219;29459;29459,Brucella melitensis,0,1,pcuac_only,NA,WP_006137961.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,142,15287.66,7.02,-0.0817,0.0493,0.11268,0.00704,0.04225,0.07746,0.03521,0.07746,0.04225,0.0493,0.09859,0.07042,0.05634,0.01408,0.05634,0.02113,0.02113,0.06338,0.0493,0.09155,0.0,0.01408
mesorhizobium amorphae,1082933;71433;3346707;3346708;68287;71433;71433,Mesorhizobium amorphae,0,1,pcuac_only,NA,WP_006200452.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,140,14822.86,5.788,0.045,0.07857,0.12857,0.0,0.03571,0.08571,0.05714,0.11429,0.02857,0.02143,0.06429,0.08571,0.04286,0.00714,0.05,0.01429,0.03571,0.06429,0.05,0.09286,0.00714,0.01429
achromobacter piechaudii,1216977;72556;742159;72556,Achromobacter piechaudii,0,1,pcuac_only,NA,WP_006216329.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,15124.92,5.457,-0.2411,0.05674,0.14184,0.00709,0.08511,0.05674,0.02837,0.07801,0.03546,0.02837,0.06383,0.06383,0.02837,0.02128,0.04965,0.03546,0.04255,0.04255,0.05674,0.10638,0.01418,0.01418
achromobacter marplatensis,222;3341846;3341847;3341861;3341866;470868;222;3711943;470868;470868,Achromobacter;Achromobacter marplatensis;Achromobacter sp. 18P8.1.1,0,1,pcuac_only,NA,WP_006224757.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,15138.94,5.282,-0.2383,0.05674,0.14184,0.00709,0.07092,0.07092,0.02837,0.07801,0.03546,0.03546,0.06383,0.07801,0.02837,0.02837,0.04965,0.03546,0.03546,0.04965,0.04965,0.08511,0.01418,0.01418
achromobacter xylosoxidans,1003200;1287735;222;3085821;85698;1167634;222;3462570;3469812;85698;1167634;85698;1216976;2202897;222;3469812;562971;85698;1216976;2202897;222;562971;85698;1287736;1295134;222;2942203;2975407;85698;1350469;85698;222;3462570;85698;762376;85698;85698,Achromobacter xylosoxidans,0,1,pcuac_only,NA,WP_006389846.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,14916.79,5.46,-0.1078,0.05674,0.17021,0.00709,0.07092,0.06383,0.02837,0.08511,0.03546,0.03546,0.06383,0.07092,0.02837,0.02128,0.05674,0.02837,0.03546,0.03546,0.04255,0.0922,0.01418,0.01418
achromobacter insuavis,1003200;1287735;1287735;1287735;134375;1806493;1806496;1806501;222;1287735;134375;1806493;1806501;222;1287735;1806496;222,Achromobacter insuavis,0,1,pcuac_only,NA,WP_006391838.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,14918.8,5.481,-0.0674,0.05674,0.17021,0.00709,0.05674,0.07801,0.02837,0.08511,0.03546,0.03546,0.06383,0.07092,0.02837,0.02837,0.04965,0.02128,0.03546,0.04255,0.03546,0.09929,0.01418,0.01418
thiomicrospira aerophila,717772;92245,Thiomicrospira aerophila;Thiomicrospira aerophila AL3,0,1,pcuac_only,NA,WP_006459245.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,137,14598.67,4.784,0.0584,0.0292,0.12409,0.0,0.06569,0.06569,0.0146,0.09489,0.0365,0.06569,0.0219,0.09489,0.06569,0.0219,0.06569,0.0365,0.0438,0.0146,0.08029,0.07299,0.0,0.0146
brucella intermedia,1234597;234;3379097;641118;94625;1444311;94625;234;3075483;391287;94625;234;3121516;391287;94625;234;3453707;94625;234;391287;94625;2735351;2826938;370111;936132;94625;94625,Brucella intermedia,0,1,pcuac_only,NA,WP_006465774.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,142,15158.43,6.839,-0.1225,0.04225,0.11972,0.00704,0.03521,0.09155,0.02817,0.09155,0.02113,0.0493,0.09859,0.07042,0.0493,0.01408,0.04225,0.03521,0.02817,0.05634,0.05634,0.09155,0.0,0.01408
bartonella birtlesii,1094552;111504;1095900;111504;1201034;1201035;1202451,Bartonella birtlesii;Bartonella birtlesii IBS 325;Bartonella birtlesii E7;Bartonella birtlesii E11;Bartonella birtlesii E4,0,1,pcuac_only,NA,WP_006590022.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,15518.84,7.307,0.0206,0.07092,0.05674,0.0,0.04255,0.05674,0.04255,0.0922,0.06383,0.10638,0.07801,0.06383,0.04255,0.03546,0.04255,0.01418,0.02128,0.06383,0.06383,0.08511,0.00709,0.02128
bradyrhizobium lupini,1229491;136996;136996;136996;255045;3691820;3691838;3691839;374,Bradyrhizobium lupini,0,1,pcuac_only,NA,WP_006697445.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,142,14825.09,6.909,0.0549,0.0493,0.11268,0.0,0.05634,0.05634,0.04225,0.12676,0.02817,0.05634,0.09859,0.06338,0.05634,0.02113,0.04225,0.02113,0.01408,0.0493,0.0493,0.09859,0.0,0.00704
vibrio ichthyoenteri,142461;870968,Vibrio ichthyoenteri;Vibrio ichthyoenteri ATCC 700023,0,1,pcuac_only,NA,WP_006711070.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,133,14353.29,5.612,0.0466,0.04511,0.15038,0.0,0.06015,0.06015,0.03759,0.04511,0.06767,0.06767,0.05263,0.08271,0.04511,0.03008,0.05263,0.05263,0.01504,0.06015,0.03008,0.08271,0.0,0.00752
agrobacterium albertimagni,1156935;147266,Agrobacterium albertimagni;Agrobacterium albertimagni AOL15,0,1,pcuac_only,NA,WP_006728532.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,137,14262.22,4.477,0.1971,0.05109,0.12409,0.0,0.0438,0.08029,0.0438,0.11679,0.0146,0.0365,0.0438,0.09489,0.05109,0.0219,0.05109,0.0438,0.0146,0.0219,0.09489,0.09489,0.0,0.0073
candidatus bartonella,1094563;186739;1094564;186739,Candidatus Bartonella washoeensis;Cardidatus Bartonella washoeensis 085-0475,0,1,pcuac_only,NA,WP_006923738.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,15304.6,6.641,0.0645,0.05674,0.06383,0.0,0.04255,0.04255,0.03546,0.0922,0.04965,0.10638,0.05674,0.08511,0.04965,0.04965,0.05674,0.02128,0.02128,0.05674,0.0922,0.05674,0.00709,0.01418
roseibium aggregatum,1397530;1397531;187304;1936156;2720390;2723402;2821108;2821832;2857014;3466777;187304;187304;1936171;2723402;2821108;2821832;3016006;187304;384765,Roseibium aggregatum,0,1,pcuac_only,NA,WP_006933517.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,143,14906.17,5.776,0.1958,0.04196,0.13986,0.0,0.03497,0.07692,0.03497,0.1049,0.02797,0.04196,0.06294,0.07692,0.05594,0.02098,0.05594,0.02098,0.02797,0.05594,0.04196,0.11189,0.00699,0.0
idiomarina baltica,135575;1794809;190892;135575;1874361;190892;314276;352961,Idiomarina;Idiomarina baltica;Idiomarina sp. T82-3,0,1,pcuac_only,NA,WP_006954328.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,129,14049.19,6.902,0.093,0.06202,0.07752,0.0,0.03101,0.03876,0.04651,0.06202,0.03101,0.08527,0.06202,0.07752,0.07752,0.06977,0.03876,0.04651,0.00775,0.09302,0.07752,0.06202,0.0,0.0155
paraglaciecola mesophila,1128912;197222;197222,Paraglaciecola mesophila,0,1,pcuac_only,NA,WP_006991683.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,129,14009.22,6.554,0.1969,0.05426,0.08527,0.0,0.04651,0.04651,0.04651,0.06202,0.03876,0.07752,0.06977,0.08527,0.04651,0.03876,0.05426,0.04651,0.0155,0.05426,0.06977,0.10853,0.0,0.00775
teichococcus cervicalis,204525;204525;525371,Teichococcus cervicalis,0,1,pcuac_only,NA,WP_007003935.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,137,14459.54,6.647,0.1102,0.0365,0.13139,0.0,0.0146,0.07299,0.0146,0.12409,0.05109,0.0438,0.0,0.10949,0.0365,0.0073,0.08029,0.0365,0.08029,0.0365,0.0438,0.09489,0.0073,0.0146
nitratireductor aquibiodomus,1189611;204799;1231180;204799;28211;2950541;3435013;379347;889300;1231185;204799;204799;245876;2762059,Alphaproteobacteria;Nitratireductor aquibiodomus;Tritonibacter mobilis;Nitratireductor aquimarinus;Nitratireductor pacificus;Nitratireductor sp. GZWM139;Nitratireductor sp. PBL-C9,0,1,pcuac_only,NA,WP_007010764.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,140,14822.93,5.015,0.0336,0.05,0.15,0.0,0.05,0.09286,0.04286,0.09286,0.03571,0.03571,0.05,0.07143,0.06429,0.01429,0.07143,0.00714,0.03571,0.02857,0.06429,0.08571,0.00714,0.0
bermanella marisrubri,207949,Bermanella marisrubri,0,1,pcuac_only,NA,WP_007018770.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,131,14242.47,9.481,-0.0115,0.0687,0.0916,0.00763,0.01527,0.05344,0.03817,0.06107,0.03817,0.0458,0.08397,0.09924,0.0458,0.03817,0.06107,0.0229,0.0229,0.09924,0.0687,0.07634,0.00763,0.0229
thiorhodococcus drewsii,210408;765913,Thiorhodococcus drewsii;Thiorhodococcus drewsii AZ1,0,1,pcuac_only,NA,WP_007038827.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,133,14431.53,5.055,0.0406,0.03008,0.11278,0.0,0.06015,0.06767,0.02256,0.06015,0.03759,0.05263,0.01504,0.11278,0.06015,0.01504,0.08271,0.04511,0.06015,0.05263,0.05263,0.08271,0.0,0.00752
hydrocarboniphaga effusa,1172194;2033016;243627;243629,Hydrocarboniphaga;Hydrocarboniphaga effusa;Hydrocarboniphaga effusa AP103;Hydrocarboniphaga sp.,0,1,pcuac_only,NA,WP_007186574.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,128,13597.49,5.23,0.05,0.03906,0.11719,0.00781,0.03906,0.0625,0.02344,0.07031,0.02344,0.03125,0.01562,0.125,0.04688,0.00781,0.08594,0.03906,0.05469,0.08594,0.08594,0.0625,0.00781,0.00781
yoonia vestfoldensis,1122181;245188;245188;245188;314232,Yoonia vestfoldensis,0,1,pcuac_only,NA,WP_019955098.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,138,14345.17,4.653,0.3254,0.05072,0.15942,0.0,0.05072,0.07246,0.05072,0.0942,0.05072,0.05072,0.01449,0.0942,0.04348,0.02899,0.05072,0.01449,0.02174,0.02174,0.10145,0.07971,0.0,0.0
oceanicola granulosus,252302;314256,Oceanicola granulosus;Oceanicola granulosus HTCC2516,0,1,pcuac_only,NA,WP_007254614.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,137,14271.08,5.073,0.119,0.05109,0.14599,0.0,0.0365,0.08759,0.0365,0.11679,0.05109,0.05109,0.0073,0.08029,0.0365,0.0073,0.08759,0.0073,0.05109,0.0292,0.07299,0.08029,0.0,0.0146
bartonella rattimassiliensis,1094556;270250,Bartonella rattimassiliensis;Bartonella rattimassiliensis 15908,0,1,pcuac_only,NA,WP_007347320.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,15462.78,7.244,0.0255,0.06383,0.06383,0.0,0.04965,0.04965,0.04255,0.08511,0.04965,0.11348,0.07092,0.07092,0.04255,0.05674,0.04965,0.00709,0.02837,0.05674,0.07092,0.07092,0.00709,0.01418
oceaniovalibus guishaninsula,1046117;1231392;1231392;28211;2867245;2933292,Alphaproteobacteria;Oceaniovalibus guishaninsula JLT2003;Qipengyuania huizhouensis;Paracoccus maritimus,0,1,pcuac_only,NA,WP_007427073.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,136,14203.08,4.563,0.2007,0.04412,0.13235,0.0,0.08088,0.05882,0.03676,0.11029,0.02941,0.06618,0.02206,0.11029,0.03676,0.01471,0.06618,0.01471,0.04412,0.02941,0.07353,0.06618,0.0,0.00735
photobacterium marinum,1056511,Photobacterium marinum,0,1,pcuac_only,NA,WP_007465183.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,148,16357.71,6.225,-0.1574,0.06757,0.10135,0.0,0.02703,0.08784,0.05405,0.06757,0.05405,0.06757,0.06081,0.08108,0.05405,0.02703,0.06757,0.04054,0.03378,0.06757,0.04054,0.05405,0.00676,0.00676
bartonella melophagi,1094557;291176,Bartonella melophagi;Bartonella melophagi K-2C,0,1,pcuac_only,NA,WP_007476210.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,139,15148.45,6.456,0.2151,0.07194,0.08633,0.0,0.04317,0.04317,0.05036,0.08633,0.02878,0.13669,0.06475,0.07914,0.03597,0.06475,0.03597,0.05036,0.01439,0.05036,0.05036,0.05755,0.00719,0.01439
paraglaciecola psychrophila,1129794;326544,Paraglaciecola psychrophila;Paraglaciecola psychrophila 170,0,1,pcuac_only,NA,WP_007636004.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,129,13955.98,5.107,0.3279,0.04651,0.08527,0.00775,0.04651,0.04651,0.03101,0.06202,0.03876,0.08527,0.02326,0.13178,0.03876,0.03876,0.03876,0.06202,0.02326,0.07752,0.06977,0.07752,0.0,0.0155
martinezella rhizogenes,1144306;359;82115;1183410;359;82115;1220581;311403;359;2862866;2937784;3017320;3061957;359;82115;3020524;359;82115;359,Martinezella rhizogenes,0,1,pcuac_only,NA,WP_269710329.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,144,15090.29,6.41,-0.0174,0.04861,0.11111,0.00694,0.0625,0.05556,0.04167,0.11111,0.02778,0.03472,0.09722,0.0625,0.05556,0.02778,0.04167,0.02083,0.01389,0.05556,0.05556,0.11111,0.0,0.00694
salipiger bermudensis,2078585;263377;344736;314265;344736;344736,Salipiger bermudensis,0,1,pcuac_only,NA,WP_207077178.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,135,14142.03,5.023,0.2044,0.04444,0.15556,0.0,0.05185,0.06667,0.03704,0.08889,0.04444,0.02963,0.02963,0.06667,0.07407,0.02963,0.02963,0.02222,0.02963,0.05185,0.07407,0.11111,0.0,0.00741
brucella pseudogrignonensis,234;3075480;419475;234;419475;52132;419475,Brucella pseudogrignonensis,0,1,pcuac_only,NA,WP_007873016.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,15140.24,5.905,-0.2206,0.04965,0.08511,0.00709,0.07092,0.06383,0.03546,0.0922,0.02128,0.05674,0.0922,0.07092,0.04965,0.02128,0.04965,0.02837,0.02837,0.07801,0.05674,0.07801,0.0,0.01418
paraglaciecola chathamensis,1125747;368405;1127672;1621534;1765024;1920173;368405;368405,Paraglaciecola chathamensis,0,1,pcuac_only,NA,WP_007986962.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,129,14113.38,8.246,0.0085,0.03876,0.08527,0.0,0.03876,0.05426,0.03101,0.06977,0.05426,0.08527,0.07752,0.10853,0.04651,0.04651,0.05426,0.03876,0.02326,0.03876,0.06977,0.06977,0.0,0.00775
rhodobacter ferrooxidans,371731,Rhodobacter ferrooxidans,0,1,pcuac_only,NA,WP_008029260.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,138,14295.32,4.703,0.4804,0.05797,0.15942,0.0,0.05072,0.05797,0.04348,0.07971,0.02899,0.05072,0.03623,0.08696,0.04348,0.01449,0.05072,0.02899,0.01449,0.06522,0.05797,0.11594,0.0,0.01449
attibartonella tamiae,1094558;1094559;373638,Attibartonella tamiae;Bartonella tamiae Th239;Bartonella tamiae Th307,0,1,pcuac_only,NA,WP_008038035.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,139,15384.43,6.317,-0.1029,0.10072,0.07914,0.0,0.05036,0.07194,0.07194,0.09353,0.04317,0.06475,0.07194,0.05036,0.03597,0.02878,0.03597,0.02878,0.03597,0.05755,0.05036,0.10072,0.00719,0.02158
vibrio sinaloensis,379097;379097;945550,Vibrio sinaloensis,0,1,pcuac_only,NA,WP_038189526.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,139,15706.85,5.942,-0.1432,0.10791,0.07914,0.0,0.05036,0.06475,0.07914,0.05036,0.05036,0.05755,0.06475,0.06475,0.05755,0.03597,0.05036,0.04317,0.02158,0.07194,0.05755,0.07194,0.00719,0.02158
unclassified pseudomonas,1026793;196821;2899116;2920387;306;3093713;3093714;3364484;3400350;3401594;3470410;1028989;196821;2931984;2957506;1144340;196821;3364460;1156313;196821;212119;212200;1179778;196821;306;1259801;196821;2993596;1261624;1261626;1261628;1261633;196821;1261625;1283289;196821;1265480;1265481;1265485;196821;1265490;1283290;1305834;196821;1283291;196821;306;3390196;1338438;196821;3153767;1476791;196821;3029169;1529208;196821;2009077;2009153;1554560;1566190;1566192;196821;1566202;1566218;1566220;1566223;1566239;196821;1566228;1566231;196821;2070578;2070581;2070585;2070587;2751327;2751328;2751329;2751330;2751331;2751332;2751333;2751334;2751335;2751339;1566238;1566241;196821;1573714;196821;2914043;322535;1619948;196821;2854765;1661057;1661058;196821;1729582;1729583;196821;1735680;196821;2201171;1736561;196821;2448263;2448269;1755504;196821;2567894;2603214;3090665;3252652;1758177;1758730;1758731;1763882;196821;181579;196821;2817387;2817392;2817397;2937878;1821274;196821;2772300;1855328;196821;3364441;1947321;196821;306;196821;1981674;1981693;1981703;1981706;1981708;1981709;306;196821;1981695;1981713;196821;1981710;1981740;1981741;196821;2009053;2009078;196821;2013577;3237018;196821;2054914;2866278;2940607;3364452;196821;2056244;2971618;196821;2060418;3688084;196821;2075552;2751346;196821;2083052;3144667;196821;2083053;2841063;3112956;3344560;3344562;196821;2201998;3095362;196821;2202159;2202161;196821;2559075;3406691;196821;2615213;3400357;196821;2651296;2929052;2939693;196821;2662194;2662197;196821;2662195;2662198;2662199;2662200;2662201;196821;2678261;3081296;196821;2697651;2697652;196821;2717480;2717481;196821;2717483;2717484;196821;2717489;2717490;2717492;2717493;196821;2724470;2895470;306;3688101;196821;2738448;2738452;196821;2745385;2895485;196821;2749999;2903147;196821;2769257;2769275;2769285;2936269;196821;2775306;2775310;196821;2790281;3240394;196821;2804563;2804614;196821;2804571;2804663;196821;2804761;3465257;196821;2813560;2899114;3344818;196821;2817386;2817390;2817393;2817394;2817395;2817396;2817416;2817417;2937881;196821;2817399;2817412;2817413;196821;2817402;2817404;2817405;2817406;2937877;196821;2817407;2817415;196821;2817409;2937882;196821;2817414;2937883;196821;2821127;3399679;196821;2828861;3110111;196821;2832368;2832369;2832370;2832371;2832377;3233494;3233495;3233499;3233508;3351469;196821;2834067;2834068;196821;2860318;2860319;196821;2884805;3591848;3591849;196821;2893373;3141456;196821;2895483;3458702;196821;2908652;3050941;3050942;307594;3688113;196821;2914835;2914979;196821;2954087;306;3364482;196821;2956728;488747;196821;2971616;3711949;196821;2971619;2971620;196821;2975366;2975433;196821;2975388;2975393;3470626;196821;2975394;2975419;2975425;196821;2975398;2975414;196821;2976979;306;196821;2998079;3028807;196821;3003626;3136790;3136791;196821;3048622;3048623;196821;3055782;3055783;196821;3055786;3055788;3055789;196821;3075582;3075583;3075584;196821;3080333;3229880;3364419;196821;3088687;3088708;3088713;196821;3088694;3088701;196821;3088695;3088704;3088710;3364442;196821;3112250;3112251;196821;3118751;3118752;196821;3135229;3135254;196821;3137730;3233492;3233505;196821;3162567;3364471;196821;3233446;3233449;3233451;196821;3243009;3243061;196821;3252650;3569109;196821;3364420;3390630;196821;3364425;3364428;196821;3364426;3364427;196821;3364434;3364435;196821;3364476;3364478;196821;3367263;3367265;196821;3378858;3378859;3378860;3378861;3378862;3378863;3378864;196821;3399122;3477823;196821;3416058;3470455;3691849;196821;3451354;3451355;3451356;196821;3470525;3688094;196821;3591848;3591849;196821;3681989;3682015;3682016;196821;3682001;3682004;196821;3682017;3682018;3682019;3682020;3682021;3682022,unclassified Pseudomonas;Pseudomonas sp. S9433;Pseudomonas sp. S9602,0,1,pcuac_only,NA,WP_463536794.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,142,15478.72,6.772,-0.0148,0.08451,0.14789,0.0,0.02817,0.06338,0.06338,0.05634,0.05634,0.02113,0.06338,0.08451,0.0493,0.02113,0.07042,0.0493,0.02113,0.0493,0.0493,0.08451,0.00704,0.01408
achromobacter arsenitoxydans,1147684;477184,Achromobacter arsenitoxydans SY8;Achromobacter arsenitoxydans,0,1,pcuac_only,NA,WP_008159746.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,15087.98,5.677,-0.1929,0.05674,0.14894,0.00709,0.07801,0.05674,0.02837,0.07801,0.03546,0.02837,0.07092,0.07092,0.02837,0.02837,0.05674,0.03546,0.03546,0.03546,0.04255,0.10638,0.01418,0.01418
roseibium alexandrii,244592;388408;388408,Roseibium alexandrii,0,1,pcuac_only,NA,WP_008190227.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,142,15015.09,5.293,0.0585,0.04225,0.11972,0.0,0.03521,0.09859,0.03521,0.09155,0.04225,0.03521,0.06338,0.07042,0.06338,0.03521,0.04225,0.0,0.02113,0.07042,0.05634,0.11268,0.00704,0.0
rheinheimera nanhaiensis,1163621;562729,Rheinheimera nanhaiensis E407-8;Rheinheimera nanhaiensis,0,1,pcuac_only,NA,WP_008217777.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,127,13571.67,5.114,0.1591,0.03937,0.10236,0.0,0.03937,0.04724,0.0315,0.07874,0.0315,0.01575,0.00787,0.16535,0.05512,0.00787,0.11024,0.07874,0.03937,0.04724,0.06299,0.07087,0.0,0.00787
hyphomonas adhaerens,1288298;1629709;1852029;2072972;215743;2203213;28211;3028380;3028386;3046694;3140368;3450442;391613;505353;555512;81029;1969699;28211;293089;81029;28211;505353;81029,Alphaproteobacteria;Hyphomonas adhaerens;Martelella mediterranea;Martelella sp.,0,1,pcuac_only,NA,WP_008282825.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,133,13840.64,4.272,0.1564,0.03759,0.09023,0.0,0.03759,0.07519,0.02256,0.09774,0.01504,0.04511,0.02256,0.09774,0.05263,0.03759,0.07519,0.02256,0.01504,0.06015,0.12782,0.09023,0.00752,0.00752
rhodovulum adriaticum,1122614;1224;1229727;1250539;1379903;1461694;1609966;1614693;1775170;1775175;1872427;1915315;1977912;2009329;2081710;215813;221822;2364881;252305;254406;2587858;2588299;2697319;282683;2917734;3029979;314265;314271;321267;3368565;3368566;3368569;3373893;3379095;344736;3477727;35804;375761;391948;398580;441112;481446;555512;591205;60137;60890;35804,Rhodovulum adriaticum,0,1,pcuac_only,NA,WP_132603623.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,139,14454.59,4.885,0.2942,0.03597,0.14388,0.0,0.04317,0.08633,0.02878,0.1295,0.02878,0.05036,0.02878,0.07194,0.07914,0.01439,0.02878,0.02158,0.04317,0.03597,0.05036,0.10791,0.0,0.00719
maritimibacter alkaliphilus,2570355;314271;404235,Maritimibacter alkaliphilus HTCC2654;Maritimibacter;Maritimibacter alexandrii,0,1,pcuac_only,NA,WP_008334146.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,136,14285.28,5.02,0.3176,0.05147,0.16176,0.0,0.05882,0.05882,0.04412,0.09559,0.03676,0.06618,0.02206,0.05882,0.06618,0.00735,0.02941,0.03676,0.04412,0.05147,0.05882,0.09559,0.0,0.00735
brucella inopinata,1218315;1867845;234;2691913;2730447;2769351;2821140;3145119;470735;1218315;234;693750,Brucella;Brucella sp. BO2;Brucella inopinata,0,1,pcuac_only,NA,WP_008503894.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,142,15218.6,7.88,-0.0634,0.0493,0.11268,0.00704,0.03521,0.07746,0.03521,0.09155,0.03521,0.0493,0.09155,0.07042,0.05634,0.01408,0.05634,0.02817,0.02817,0.05634,0.0493,0.09155,0.0,0.01408
brucella ceti,120577;234;437701,Brucella;Brucella ceti;Brucella sp. F5/99,0,1,pcuac_only,NA,WP_008537107.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,142,15306.7,7.871,-0.0908,0.0493,0.11268,0.00704,0.04225,0.07746,0.03521,0.07746,0.03521,0.0493,0.09859,0.07042,0.05634,0.01408,0.05634,0.02113,0.02817,0.06338,0.0493,0.09155,0.0,0.01408
stutzerimonas degradans,2968968,Stutzerimonas degradans,0,1,pcuac_only,NA,WP_008568725.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,141,15269.97,5.052,-0.1475,0.04965,0.14894,0.01418,0.05674,0.07801,0.03546,0.04965,0.06383,0.02128,0.01418,0.09929,0.04255,0.03546,0.04965,0.04255,0.04255,0.07092,0.04965,0.07092,0.00709,0.00709
alishewanella aestuarii,1197174;453835,Alishewanella aestuarii;Alishewanella aestuarii B11,0,1,pcuac_only,NA,WP_008609312.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,128,14211.25,4.969,0.1539,0.07031,0.07031,0.0,0.03906,0.09375,0.05469,0.0625,0.03125,0.02344,0.01562,0.16406,0.03125,0.00781,0.07031,0.04688,0.0625,0.07812,0.03125,0.10156,0.0,0.01562
thermus parvatiensis,456163,Thermus parvatiensis,0,1,pcuac_only,NA,WP_008633917.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,128,13794.25,9.885,0.12,0.072,0.088,0.0,0.008,0.096,0.04,0.104,0.016,0.0,0.048,0.168,0.032,0.016,0.096,0.0,0.096,0.016,0.024,0.12,0.008,0.024
aliiglaciecola lipolytica,1127673;477689;1406885;3127654;477689;477689,Aliiglaciecola lipolytica,0,1,pcuac_only,NA,WP_216048709.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,136,15166.46,6.714,-0.0015,0.06618,0.09559,0.00735,0.03676,0.06618,0.03676,0.05147,0.05147,0.07353,0.06618,0.125,0.02206,0.02206,0.05882,0.05882,0.02941,0.05882,0.04412,0.06618,0.02206,0.00735
mesorhizobium metallidurans,1297569;489722,Mesorhizobium metallidurans;Mesorhizobium metallidurans STM 2683,0,1,pcuac_only,NA,WP_008874247.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,140,14741.79,6.913,0.0243,0.07857,0.10714,0.0,0.03571,0.07143,0.05714,0.13571,0.02857,0.03571,0.07143,0.08571,0.04286,0.01429,0.04286,0.00714,0.03571,0.07857,0.05,0.07857,0.00714,0.01429
